hash,benchmark,verified-result,claimed-result,CaDiCaL_DVDL_V1,CaDiCaL_DVDL_V2,CadicalReorder,Cadical_ESA,IsaSAT,Kissat_MAB-HyWalk,Kissat_MAB_ESA,Kissat_MAB_MOSS,Kissat_MAB_UCB,Kissat_adaptive_restart,LSTech_Maple,LStech-Maple-HyWalk,MapleLCMDistChrBt-DL-v3,SLIME SC-2022,SLIME SC-2022-beta,SeqFROST-NoExtend,cadical_rel_Scavel,ekissat-mab-db-v1,ekissat-mab-gb-db,glucose-reboot,hCaD_V1-psids,hKis-unsat,kissat-els-v1,kissat-els-v2,kissat-sc2022-bulky,kissat-sc2022-light,kissat_inc,kissat_relaxed
dce90ec780ff2118f9d1e6b6b65430fa,connm-ue-csp-sat-n600-d-0.04-s1239245797.used-as.sat04-969.cnf.xz,sat,sat,0.757784,0.75153,0.119009,0.361422,0.896176,0.046367,0.04572,0.044559,0.044877,0.014342,2.34707,1.54198,3.26072,4.64902,0.751761,0.804464,16.8815,0.046053,0.125414,0.639335,0.879106,0.417113,0.013066,0.013407,0.052837,0.069888,0.119517,0.061419
dcea07b4545f04dd2db6b6f6c8be6826,dislog_a09_x11_n20.cnf.xz,sat,sat,201.574,192.29,165.091,162.913,681.433,100.061,111.32,305.401,208.361,184.011,73.7286,409.696,238.31,273.15,224.121,103.247,185.416,156.371,242.483,151.469,155.559,108.721,358.778,340.204,109.274,242.966,213.706,188.431
dd1adb197177912d2842849ce1ab0dc4,IBM_FV_2004_rule_batch_22_SAT_dat.k65.cnf.xz,sat,sat,29.1896,28.7968,30.6394,25.3666,115.791,25.4604,23.8784,22.8618,22.4748,26.5847,31.0163,36.6062,39.248,47.0426,32.0647,25.3761,13.8601,14.4918,16.3063,16.1029,28.9266,14.1429,17.5048,18.6337,30.7249,27.4709,12.3343,20.5555
dd2fc5a9a5e99b1196ee26c145d2f3bb,dated-10-17-s.cnf.xz,sat,sat,12.2491,12.3001,11.8468,13.2194,31.0068,9.54079,8.8809,8.9972,8.77828,10.3261,10.2574,7.33242,36.9505,9.79286,9.7344,2.75812,13.7315,6.54025,4.02042,4.6829,13.4201,8.99571,19.4704,17.3194,9.52263,17.1235,5.34335,36.5322
dd5193a211bf9bcebed95350bd9fb9c8,satsgi-n21himBHm24-p0-q201.cnf.xz,sat,sat,0.00843,0.009355,0.009699,0.008552,0.007679,0.006348,0.005373,0.005334,0.005483,0.006226,0.0247,0.013546,0.012238,0.016251,0.016099,0.014234,0.028321,0.005932,0.005949,0.012427,0.0087,0.006204,0.00539,0.005372,0.005756,0.00537,0.005242,0.005969
dd59b346420e715ca47a3dc1e78ca961,dd59b346420e715ca47a3dc1e78ca961-g2-ak128modbtbg1btaig.cnf.xz,sat,sat,1.5452,1.54533,1.61144,1.55269,25.9363,1.40087,1.36641,1.34846,1.35185,20.9579,68.1119,19.0873,34.1576,203.051,22.0736,12.6642,1.59463,1.38498,1.35019,7.85078,1.5623,19.508,20.7491,30.0545,36.3478,48.8317,1.3293,71.149
dd5a1f73645012be3107b5309582db64,em_9_3_5_exp.cnf.xz,sat,sat,5.58318,5.51305,25.3976,18.8629,12.5779,41.4511,40.1039,12.4685,12.5032,29.8744,10.2443,39.4671,52.4854,10.991,15.5087,22.4675,35.6422,61.5212,41.2799,5.40595,36.3693,43.8895,26.4798,27.1232,11.8647,7.93836,14.5204,18.2873
dd5eb1bc337be11ab832e945a0c6cb6d,gss-15-s100.cnf.xz,sat,sat,26.6619,26.4567,35.7765,26.1563,163.83,24.173,23.5428,23.708,23.6968,53.4171,5.79547,68.7097,59.9443,21.1842,5.92799,20.7738,33.3078,10.5191,23.5682,29.9547,34.595,20.4298,18.0376,52.0139,2.6195,21.3853,33.0421,16.9446
dd7ee2bf60e28a897d8b02db491f3981,mp1-klieber2017s-0500-024-t12.cnf.xz,sat,sat,108.354,113.558,300.561,231.731,10000.0,130.849,184.214,21.3874,413.79,237.463,360.743,331.699,414.743,254.97,33.3771,222.416,515.189,83.4143,556.729,459.334,391.555,383.628,79.1856,260.002,142.244,150.202,483.553,170.499
dd926bb427ade42f65444c65bc7e80dc,9-4-9.cnf.xz,sat,sat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,886.35,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
