hash,benchmark,verified-result,claimed-result,mallob-kicaliglu,paracooba
cda0871abcaa41bb403207731bd24fe5,af-synthesis_stb_50_100_4_unsat.cnf,unsat,unsat,41.222,2000.0
cdcdc78497a72d622493b1bac4f0f28b,reconf20_26_3-FullIns_4_1.cnf,unsat,unsat,27.532,473.01
d0ee45ac97c6b5cc63a528f46a5797aa,linked_list_swap_contents_safety_unwind44.cnf,unsat,unsat,26.534,136.766
d1dbf88a58406c931fd696267ed8159e,s2n:s2n_stuffer_private_key_from_pem.cnf,unsat,unsat,44.582,78.019
d21199e73859ca35386912c5c475d6c7,tseitin_n192_d3.cnf,unknown,unsat,2.608,2000.0
d3c22bb79a638adc35682226f35e3bc4,pj2003_k9.cnf,unsat,unsat,61.95,771.796
d518d21a9d851741940749cb59f558af,rphp_p6_r28.cnf,unsat,unsat,23.529,316.177
d6c845a5f92ebc059b3f0ab2f6d395ed,cfi-rigid-z2-0088-02-or_2_shuffle_all.cnf,unsat,unsat,24.554,690.934
d702aa8568706efda8308ef8d24f907b,div-mitern167.cnf,unsat,unsat,40.535,673.046
d7039acbd2f060fe1e32a273b07c2c77,sudoku-N30-29.cnf,unsat,unsat,143.238,2000.0
d78819115db81dee343d7777fbc5844f,cfi-rigid-s2-0064-02-or_2.cnf,unsat,unsat,17.431,261.568
d8602e623f87dd33f4a1a69ee42d15be,reconf20_50_grid10_3_6844.cnf,unsat,unsat,32.322,2000.0
d8bb23406e76bf5a4b7a6edba8784a74,Lab-Project-FreeRTOS-Cellular-Library:Cellular_ATRemoveTrailingWhiteSpaces.cnf,unsat,unsat,28.644,406.387
d90c519010bfda89d1626c0321a55a64,j3045_10_gmto_bm1.cnf,unknown,unsat,417.582,2000.0
dd0196aee30d0a83b6fe8bc7eba01806,aws-encryption-sdk-c:aws_cryptosdk_priv_hdr_parse_iv.cnf,unsat,unsat,42.841,415.385
ddcb0cd9b7bca43c3a5189326ae88aab,linked_list_swap_contents_safety_unwind71.cnf,unsat,unsat,67.559,112.045
e011c703e4a2ff46069ec2af2997b580,sin_depth_miter_6.cnf,unsat,unsat,169.309,2000.0
e02e21075d3bb8b0e64ea9b8122c75ff,PancakeVsInsertSort_6_7.cnf,unsat,unsat,9.508,35.226
e4128445a07bb86afca1f3590d9adfa9,worker_80_80_80_0.8.cnf,unknown,unsat,2000.0,2000.0
e436f6303d3f499969eafe05b0914a4b,bmc_QICE_snp_vld_50.cnf,unsat,unsat,655.729,2000.0
e47567e16e4aeb4d8f3806dfbfdfd646,sudoku-N30-8.cnf,unsat,unsat,147.342,2000.0
e55a49d8065d65650f24c0f3ecef30b6,af-synthesis_stb_50_120_4_unsat.cnf,unsat,unsat,22.536,562.043
e5f5dbace0183455d167a88100312c34,Nb52T6.cnf,unsat,unsat,79.566,2000.0
e7c0d40392681b1a55d5d3c826a26766,reconf20_116_le450_25c_1.cnf,unsat,unsat,23.532,135.033
eb659cd21250abdc8c9cec49073c32c6,linked_list_swap_contents_safety_unwind59.cnf,unsat,unsat,45.447,194.922
eede03732955f620b5291f9dcf9f95df,tseitin_n200_d3.cnf,unknown,unsat,2.608,2000.0
efc1b836380d0f84e7512f7b2ccdbb60,PancakeVsInsertSort_8_5.cnf,unsat,unsat,72.362,2000.0
f1b3d254596523910f3af07fc1942e64,Break_unsat_12_19.xml.cnf,unknown,unsat,465.569,2000.0
f64806fd4fe79f1efaefa7ce68d93ee1,sin_depth_miter_4.cnf,unsat,unsat,37.442,2000.0
f8a966a2ba189ad5fa45f870f3c5e200,sudoku-N30-7.cnf,unknown,unsat,530.405,2000.0
f8ad493b11bf0692c1f3919642cebdb1,PancakeVsInsertSort_9_3.cnf,unsat,unsat,24.434,402.921
fa88b447f6b41b04686085480678affe,UNSAT_H_instances_childsnack_p12.hddl_1.cnf,unsat,unsat,2000.0,2000.0
fbf3b9f8a03a1efedae3da04622fe96e,sqrt-mitern168.cnf,unsat,unsat,26.352,2000.0
fe800e62b55609cb152965c223e72280,div-mitern171.cnf,unsat,unsat,13.508,96.962
ff3be72b9f5f44036875aa48f5434456,worker_20_60_20_0.9.cnf,unknown,unsat,2000.0,2000.0
